query_id,cNDCG@10,cNDCG@20,Recall@20,HighestRecall@20,RelevantHidden@20,VI@20_query,has_highest
85956,0.8790675970681487,0.943197943189258,0.8,0.8888888888888888,0.11111111111111116,0.0,True
87048,0.7948833326720566,0.9141308667844403,0.75,0.75,0.25,0.0,True
87098,0.9804063776760945,0.9871163267466188,0.9285714285714286,1.0,0.0,0.0,True
87123,0.6220144471846564,0.7972751229425735,0.8666666666666667,0.9,0.09999999999999998,0.0,True
87931,0.9184387394332417,0.920075553972146,0.5714285714285714,1.0,0.0,0.0,True
88180,0.5562582497546309,0.5603957898787626,0.0,0.0,1.0,0.0,True
88972,0.41570772088472263,0.46449094538222735,0.15384615384615385,1.0,0.0,1.0,True
89016,0.29797372174318343,0.3005598322289831,0.25,0.0,1.0,0.0,True
89094,0.9331715352816068,0.9490822282543738,0.75,1.0,0.0,0.0,True
89443,0.8901376521102846,0.9659801628015467,0.06666666666666667,0.14285714285714285,0.8571428571428572,0.0,True
90070,0.4198227868286877,0.619113513367478,0.8571428571428571,0.75,0.25,0.0,True
90523,0.9273697171216337,0.9850274488214884,0.125,0.13333333333333333,0.8666666666666667,0.0,True
90653,0.5401539080438625,0.6923829639401036,1.0,1.0,0.0,0.0,True
90835,0.9713384518387274,0.9712678532536865,0.9090909090909091,1.0,0.0,0.0,True
90983,0.675516636802642,0.6718340248004818,0.03125,0.07692307692307693,0.9230769230769231,0.0,True
91113,0.8903796685717896,0.8908648143652346,0.7333333333333333,1.0,0.0,0.0,True
91245,0.4745129788745917,0.6143633980394299,0.9166666666666666,1.0,0.0,0.0,True
91267,0.6093258042126207,0.7465671275664951,0.9090909090909091,0.875,0.125,0.0,True
91452,0.8805759217511043,0.8810127903448557,0.7142857142857143,1.0,0.0,0.0,True
91498,0.09763200606757738,0.39448980570695263,0.4,0.0,1.0,0.0,True
91539,0.7553266667067042,0.9339522318647299,0.9375,1.0,0.0,0.0,True
91847,1.0,0.996385429563943,0.9333333333333333,1.0,0.0,0.0,True
92217,0.6513319721651125,0.7074752519406949,0.18421052631578946,0.21212121212121213,0.7878787878787878,0.06060606060606061,True
92320,0.7821091513649008,0.8432004472543794,0.7857142857142857,1.0,0.0,0.0,True
92627,0.06710565463080526,0.21533663003460804,0.0,0.0,1.0,0.0,True
92663,0.6394711000175581,0.6388318294587131,0.35714285714285715,0.5,0.5,0.0,True
92720,0.7113565406220571,0.9398151728390484,0.9375,1.0,0.0,0.0,True
92810,0.3589336666793308,0.3589336666793308,0.125,0.0,1.0,0.0,True
92928,0.7972541056822071,0.8820441570006111,0.4,0.4,0.6,0.2,True
93169,0.620215137561313,0.784023013223165,1.0,1.0,0.0,0.0,True
93559,0.6635569217085118,0.5719013145955112,0.42105263157894735,0.38095238095238093,0.6190476190476191,0.047619047619047616,True
93654,0.5685475245603371,0.7932900715427135,0.5625,0.5,0.5,0.3,True
93758,0.9163486420476112,0.9775069516916624,0.625,0.8888888888888888,0.11111111111111116,0.1111111111111111,True
94456,0.7880571227738568,0.8030607711425584,0.5128205128205128,0.7692307692307693,0.23076923076923073,0.15384615384615385,True
94846,0.45741989744208417,0.461325347577914,0.5,0.6666666666666666,0.33333333333333337,0.3333333333333333,True
94878,0.9223857137111114,0.9728282651276601,0.4375,0.46153846153846156,0.5384615384615384,0.07692307692307693,True
94932,0.8067628892172455,0.9286986371345461,0.3125,0.23076923076923078,0.7692307692307692,0.0,True
95116,0.8083440624451315,0.9391503527664499,0.9285714285714286,0.875,0.125,0.0,True
95136,0.40363459393560613,0.5537359362733587,0.875,0.5,0.5,0.0,True
95453,0.8364586133797037,0.9550140954203572,0.5833333333333334,0.6363636363636364,0.36363636363636365,0.09090909090909091,True
95494,0.853648803993702,0.8943313109320035,0.15384615384615385,0.2222222222222222,0.7777777777777778,0.0,True
95886,0.40363459393560613,0.564369827168747,0.1875,0.5,0.5,0.0,True
95917,0.8484490645072493,0.8495399165654337,0.5625,1.0,0.0,0.3333333333333333,True
96045,0.7972140949565951,0.9119070339053373,0.8125,0.9090909090909091,0.09090909090909094,0.0,True
96401,0.012878487491150007,0.2679054961816893,0.0,0.0,1.0,0.0,True
96535,0.8218678328089399,0.8530244073476457,0.3902439024390244,0.5,0.5,0.14285714285714285,True
96819,0.9634467452882588,0.9640651001457823,0.8888888888888888,1.0,0.0,0.0,True
